,北海道,青森県,岩手県,宮城県,秋田県,山形県,福島県,茨城県,栃木県,群馬県,埼玉県,千葉県,東京都,神奈川県,新潟県,富山県,石川県,福井県,山梨県,長野県,岐阜県,静岡県,愛知県,三重県,滋賀県,京都府,大阪府,兵庫県,奈良県,和歌山県,鳥取県,島根県,岡山県,広島県,山口県,徳島県,香川県,愛媛県,高知県,福岡県,佐賀県,長崎県,熊本県,大分県,宮崎県,鹿児島県,沖縄県
1977.0,1498351.6443137976,1214533.422459893,1273131.334760885,1495466.1354581674,1335257.8313253012,1374826.5802269042,1371361.8618618618,1495896.1522548613,1641402.0737327188,1444908.2823790996,1173185.4252602633,1303843.6786855317,2690968.2063587285,1646909.46191052,1513333.0575093091,1689500.4608294931,1550464.7112740604,1515357.5989782887,1257031.5656565656,1479161.62109375,1422088.0041906757,1615454.8693586697,1989329.1473892927,1516223.1655548818,1632924.9512670564,1564182.7000808408,2020832.198734026,1626504.8390282441,1129348.7544483985,1412222.2222222222,1403869.712351946,1228894.1935483871,1585317.9347826086,1791503.9047973223,1570264.4628099175,1278249.6924969251,1549393.2584269661,1301226.7833109018,1319870.573870574,1631457.9460439808,1337974.0566037735,1218690.2654867256,1293796.7945048653,1382985.0869925434,1188473.9676840215,1169307.9564968518,1015209.1503267974
1978.0,1613931.329690346,1334203.0524220306,1408630.9439318667,1648771.6535433072,1401084.0,1490900.88638195,1527525.8449304174,1610857.0848558669,1863233.3143183114,1589034.1221794167,1288813.3640552997,1409646.1845607806,2933593.4471223946,1793123.9595719383,1641739.7034596377,1858665.750915751,1668164.5454545456,1611039.3900889454,1410605.527638191,1588161.9786614939,1544390.243902439,1786363.6631330978,2155363.695829926,1630886.8151715833,1837655.8005752636,1731424.619085806,2142604.0180694247,1748806.9899862558,1237997.3958333333,1525340.405904059,1517855.4621848739,1345717.5866495506,1774770.2702702703,1926394.7465778766,1652742.2419252691,1429418.0929095356,1643053.7525354968,1442523.1078365708,1429375.0,1758607.6233183856,1462119.43793911,1275613.7366099558,1412024.3902439023,1542871.6049382715,1318796.8056787935,1277785.7954545454,1128409.8057354302
1979.0,1740384.101174345,1439494.0633245383,1517959.7457627119,1729622.632345799,1495220.8931419456,1571239.7754611066,1666056.3519525458,1734669.3227091634,2112824.2253521127,1743991.2711402073,1428905.6036103799,1536430.393428448,3163905.044255392,1940921.6920374706,1695566.2156621565,2053677.5956284155,1763418.918918919,1733203.539823009,1517157.5,1687816.2970106076,1644576.9428718477,1965310.5463044115,2319071.1391994813,1810657.894736842,1952419.4156456173,1817959.7929936305,2238062.8774422733,1941220.5508888455,1311541.066892464,1598825.0460405156,1651795.0,1427666.240409207,1948216.0128962924,2075172.2488038277,1785612.1288692357,1485675.1824817518,1815124.8741188317,1645258.6666666665,1510583.835946924,1967949.4007989347,1541479.0697674418,1338674.4332493702,1527423.1851435,1653342.6001635324,1380135.8457493428,1324112.239142696,1251373.857404022
1980.0,1903379.8421807748,1519108.9238845145,1570030.94233474,1858170.5091258404,1661785.9984089101,1688705.2715654953,1814151.3513513515,2037487.8811571542,2232282.3660714286,1921683.0719307733,1563695.5719557195,1633788.5955649419,3446495.0938199344,2147417.3887926056,1922716.442268462,2152281.051677244,1910973.1903485255,2009175.062972292,1693618.1592039801,1849414.1074856045,1842723.9795918367,2081418.9149985495,2525726.133076181,1967015.411973918,2094811.1111111112,2056970.716264345,2528416.617490853,1987440.2332361517,1318758.4780810587,1770737.8104875805,1752046.3576158942,1592951.5923566879,2057778.193479423,2205752.464403067,1987706.9943289226,1630883.6363636365,2000860.0,1683919.0444591905,1629652.2262334535,2122938.2824511314,1688676.6743648963,1466074.7957259584,1659778.7709497206,1833690.8055329537,1473082.4652777778,1472438.0952380951,1346435.411020777
1981.0,1980525.4237288137,1622576.6710353866,1644483.870967742,1985820.8174904943,1684762.5099285147,1783425.498007968,1915707.7826725403,2085267.0520231214,2268064.194798008,2128158.261802575,1674430.4347826086,1748800.579230451,3770167.5554790986,2282135.716320137,2035178.1211874746,2249476.491862568,2069549.2457852706,2181918.5463659144,1833076.6378244746,1979851.8872431917,1950596.4556962026,2234103.1105990782,2752683.2109798915,2035880.1410105757,2253858.70556062,2199845.214651438,2637090.609942414,2111194.1597369947,1381542.5790754256,1945883.2720588234,1846472.8171334432,1699261.7534942823,2144124.4019138757,2312145.5994205,2009510.6783919598,1738324.062877872,2056261.6915422888,1802066.1375661376,1719777.9111644658,2212753.8093165,1757624.8561565017,1585921.5809284816,1743084.9056603773,1844217.9902755267,1554244.3868739207,1565808.249721293,1444134.0482573726
1982.0,2073010.1243339255,1720352.3248199082,1684669.699090273,2089492.2352941176,1765635.1351351351,1881049.323786794,2012005.8479532162,2182463.5811836114,2356433.0406147093,2198440.1277275146,1686244.3455031167,1814334.7552305504,4015086.4377682405,2323550.161358215,2093412.9817444219,2356220.7207207205,2132401.234567901,2314036.114570361,1892655.5965559655,2028631.7792578498,2022355.7788944724,2316252.144082333,2867096.2117609764,2107391.608391608,2422879.4964028774,2209704.269486878,2743982.0906004915,2184119.084263178,1468518.341307815,2024840.3669724772,1930122.950819672,1715306.329113924,2195554.7329455316,2374526.107310047,2077989.9812147778,1775855.4216867469,2108048.514851485,1875230.0593276203,1766423.4449760765,2229791.018998273,1842306.9873997709,1650746.7084639498,1823895.085588073,1887278.450363196,1621632.075471698,1630932.8151027206,1531818.0212014134
1983.0,2085507.956152758,1740831.8062827224,1753465.782122905,2164955.6902985075,1823259.5541401275,1928610.492845787,2096038.3309073264,2228571.5355805242,2490165.122615804,2308841.521394612,1756536.6666666667,1871738.261738262,4255545.726495727,2432515.8433651584,2182187.120291616,2479753.8185085356,2207336.546888694,2373995.0556242275,2055658.5365853657,2204223.484848485,2115834.8303393214,2454054.798409994,2973791.437116323,2204067.1296296297,2534236.912156167,2283559.7508758274,2809868.653935724,2292232.8295389325,1540993.7156323644,1894383.4862385322,2003200.9803921569,1747844.3037974685,2312963.177275118,2446766.559255281,2278614.375,1884363.4175691938,2146797.8303747536,1922183.9684625494,1789501.1933174224,2232136.275980287,1888823.0593607307,1707802.6315789472,1908069.78021978,1986048.270313757,1638857.264957265,1695973.9900387384,1615209.4240837696
1984.0,2180855.0775740477,1842827.111984283,1900674.8080949057,2258584.4516427577,1932447.8087649401,2030629.365079365,2247140.5118300337,2401640.8450704226,2606321.081081081,2569294.025157233,1890399.550484094,1955246.1114392597,4523882.643081894,2459724.7543668123,2307690.3799514957,2550937.2759856633,2316813.4263295555,2459257.0725707253,2292802.663438257,2389595.2941176468,2220599.4050570154,2615893.4310685084,3112338.072176222,2316422.567645366,2692816.827344435,2400382.0791311096,2914566.7284522704,2435910.5102817975,1612989.1472868216,2055369.4852941176,2125775.2442996744,2060308.9533417402,2506189.104243059,2573166.726042038,2370462.211118051,1950660.6714628297,2185931.2377210218,2060581.2581913501,1871785.4588796184,2286111.7734724293,1966433.9407744873,1788122.2570532917,2027408.1967213114,2117776.4423076925,1735799.6589940323,1810179.7133406836,1711800.1722652884
1985.0,2321135.0589892585,1967486.2204724408,2003352.161785216,2414505.055147059,2039910.6858054227,2162344.6909667198,2355823.5576923075,2649417.247706422,2742268.488745981,2645646.017699115,2027706.8553888132,2140845.7653457653,4848833.544678333,2642665.231431647,2482617.8369652946,2696495.527728086,2475267.3611111115,2671161.369193154,2577447.7791116447,2485224.6139447824,2340570.2316412027,2780917.4825174822,3339898.5282726567,2440244.419004007,2902758.650519031,2648195.593351372,3018220.581449008,2507026.3357332326,1731961.6858237549,2208378.1048758053,2235230.5194805195,2011281.7610062894,2641773.604590506,2674785.0301525365,2473001.2484394507,1958704.1916167664,2313849.4623655914,2136589.5424836604,1943678.5714285714,2370286.077558805,2062559.090909091,1872881.4303638644,2112857.4537540805,2145976.0,1812623.299319728,1891220.4507971413,1823573.3672603902
1986.0,2405347.2589458837,2002175.3460777851,2081527.6030747727,2518788.584474886,2111736.589271417,2240003.961965135,2457835.0119904075,2769155.498907502,2873186.1702127657,2656641.1185914036,2092989.0829694322,2243162.674841924,5191732.755720054,2728453.991791341,2576278.853914447,2812369.0795352994,2528279.6536796535,2741440.7814407814,2561111.1111111115,2508165.6556229587,2420111.9842829076,2930934.9457881567,3449427.518427518,2527145.785876993,3027413.3790737563,2740705.5876685935,3144060.8845491097,2562604.9056603773,1760537.17754173,2213496.7682363805,2404155.8441558443,2090862.547288777,2816185.3201457574,2774545.7758925413,2523386.7334167706,2039714.9700598803,2472579.1015625,2204569.371727749,2007536.9928400954,2448402.4467411935,2151007.9545454546,1917316.5512901195,2182091.304347826,2251160.928742994,1910443.7819420784,1971676.2114537447,1925303.872053872
1987.0,2533356.007067138,2084337.5248180013,2229622.284512964,2628067.0897552134,2199360.1286173635,2326077.6545166406,2549703.4911525585,2731509.9313831707,3001024.8021108177,2831737.764039155,2239578.9820457916,2343206.331260599,5570159.754353495,2907040.733992712,2668489.301574485,2955383.9285714286,2731127.80656304,2907204.379562044,2740067.7764565996,2600457.1694599628,2573154.598825832,3041539.375518099,3675534.5720377704,2635098.0169971674,3133343.8030560273,2856469.050365244,3291332.951814124,2724334.08535439,1901522.88072018,2279900.834105653,2566534.090909091,2201147.7272727275,2866641.891891892,2875022.230063515,2711070.9798994977,2161505.389221557,2495753.90625,2250462.950819672,2092271.5311004785,2571863.3305298574,2214370.454545454,2005330.1767676766,2274534.7448425624,2381768.243785084,2020896.0817717207,2027706.497797357,1999563.8031693078
